"Site","Building","Floor","Area","Description","Room Number","Room Barcode","Room Type","Cost Centre","Department"
"St. Cross","RUG-WITHYBROOK","G",,"RCB00001","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-THEATRES","G","RCB","Kitchen","RCB00123","RCB00123","Not Defined",,"RUG - THEATRES"
"St. Cross","RUG-THEATRES","G","RCB","Corridor","RCB00131","RCB00131","Not Defined",,"RUG - THEATRES"
"St. Cross","RUG-PATHOLOGY","01","RWB","Corridor","RWB10121","RWB10121","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-PATHOLOGY","01",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-MORTUARY","G","RMT","Store","RMT00006","RMT00006","Not Defined",,"RUG - MORTUARY"
"St. Cross","RUG-MORTUARY","G","RMT","Store","RMT00007","RMT00007","Not Defined",,"MORTUARY"
"St. Cross","RUG-THEATRE 5","G","RCB","THEATRE R5 Operating","RCB00184","RCB00184","Not Defined",,"RUG - NEW THEATRE"
"St. Cross","RUG-THEATRE 5","G","RCB","THEATRE R5 Anaesthetic Room","RCB00183","RCB00183","Not Defined",,"RUG - NEW THEATRE"
"St. Cross","RUG-THEATRE 5","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - NEW THEATRE"
"St. Cross","RUG-THEATRE 5","G","RCB","THEATRE R5 Dirty Utility","RCB00185","RCB00185","Not Defined",,"RUG - NEW THEATRE"
"St. Cross","RUG-THEATRE 5","G","RCB","THEATRE R5 Preparation","RCB00182","RCB00182","Not Defined",,"RUG - NEW THEATRE"
"St. Cross","RUG-THEATRE 5","G","RPR","Disposal Hold","RPR32001","RPR32001","Not Defined",,"RUG - NEW THEATRE"
"St. Cross","RUG-THEATRE 5","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - NEW THEATRE"
"St. Cross","RUG-THEATRE 5","G",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,"RUG - NEW THEATRE"
"St. Cross","RUG-NEW MULBERRY WARD","01","RRB","Cardiac Rehab","RRB10076","RRB10076","Not Defined",,"RUG - NEW MULBERRY WARD"
"St. Cross","RUG-NEW MULBERRY WARD","01","RRB","Cardiac Rehab Nurses Office","RRB10077","RRB10077","Not Defined",,"RUG - NEW MULBERRY WARD"
"St. Cross","RUG-NEW MULBERRY WARD","01","RRB","Mulberry Ward Drs Office","RRB10118","RRB10118","Not Defined",,"RUG - NEW MULBERRY WARD"
"St. Cross","RUG-THEATRES","G","RCB","Clean Store","RCB00118","RCB00118","Not Defined",,"RUG - THEATRES"
"St. Cross","RUG-THEATRES","G","RCB","Store","RCB00116","RCB00116","Not Defined",,"RUG - THEATRES"
"St. Cross","RUG-HAWTHORN","01","RRB","Hawthorn Linen Room","RRB10026","RRB10026","Not Defined",,"RUG - HAWTHORN"
"St. Cross","RUG-HAWTHORN","01","RRB","Hawthorn Patient WC","RRB10029","RRB10029","Not Defined",,"RUG - HAWTHORN"
"St. Cross","RUG-HAWTHORN","01","RRB","Hawthorn Nurse Station","RRB10019","RRB10019","Delivery Point",,"RUG - HAWTHORN"
"St. Cross","RUG-MAPLE WING","01","RRB","Office","RRB10016","RRB10016","Not Defined",,"RUG - MAPLE WARD"
"St. Cross","RUG-MAPLE WING","01","RRB","Maple Smoke Room","RRB10044","RRB10044","Not Defined",,"RUG - MAPLE WARD"
"St. Cross","RUG-MAPLE WING","01","RRB","Maple Doctors Room","RRB10043","RRB10043","Not Defined",,"RUG - MAPLE WARD"
"St. Cross","RUG-MAPLE WING","01","RRB","Maple Shared Kitchen","RRB10008","RRB10008","Not Defined",,"RUG - MAPLE WARD"
"St. Cross","RUG-MAPLE WING","01","RRB","Maple Corridor","RRB10007","RRB10007","Not Defined",,"RUG - MAPLE WARD"
"St. Cross","RUG-LINDEN UNIT","G","RVB","Linden Reception Office","RVB00145","RVB00145","Delivery Point",,"RUG - LINDEN UNIT"
"St. Cross","RUG-LINDEN UNIT","G",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,"RUG - LINDEN UNIT"
"St. Cross","RUG-VIC.SUPPORT SERVICES","A","RVB","Corridors","RVB00069","RVB00069","Not Defined",,"RUG - VICTORIAN BLOCK"
"St. Cross","RUG-RYDE WARD","01","RVB","Lobby/Domestic Cupbaord","RVB10030","RVB10030","Not Defined",,"RUG - SOCIAL SERV RYDE WARD"
"St. Cross","RUG-LINDEN UNIT","B",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - LINDEN UNIT"
"St. Cross","RUG-Rainsbrook OPD","G","RRB","Corridoor","RRB00005","RRB00005","Not Defined",,"RUG - RAINS REHAB"
"St. Cross","RUG - A&E","G","RWB","Clerks Office","RWB00143","RWB00143","Not Defined",,"RUG - A & E"
"St. Cross","RUG - A&E","G","RWB","Consumables Store","RWB00139","RWB00139","Not Defined",,"RUG - A & E"
"St. Cross","RUG - A&E","G","RWB","Linen Room","RWB00134","RWB00134","Not Defined",,"RUG - A & E"
"St. Cross","RUG - A&E","G","RWB","Ward Managers Office","RWB00159","RWB00159","Not Defined",,
"St. Cross","RUG - A&E","G","RWB","Corridor - To Plaster Room","RWB00129","RWB00129","Not Defined",,"RUG - A & E"
"St. Cross","RUG - A&E","G","RWB","Public WC (off entrance lobby)","RWB00150","RWB00150","Not Defined",,
"St. Cross","RUG-WITHYBROOK","01","RWB","Cedar Cupboard (off bay 4)","RWB10045","RWB10045","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G4",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","01","RWB","Cleaners Room","RWB10060","RWB10060","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01","RWB","Cedar Sisters Office","RWB10059","RWB10059","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01","RWB","Rowan Side Room","RWB10024","RWB10024","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","G1",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G5",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G3",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G2",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,"RUG - BREAST SCREEN W BROOK"
"St. Cross","RUG-WITHYBROOK","G",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,"RUG - BREAST SCREEN W BROOK"
"St. Cross","RUG-WITHYBROOK","G",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,"RUG - BREAST SCREEN W BROOK"
"St. Cross","RUG-WITHYBROOK","G",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,"RUG - BREAST SCREEN W BROOK"
"St. Cross","RUG-WITHYBROOK","G",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,"RUG - BREAST SCREEN W BROOK"
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","G",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","01","RWB","CPU Corridor","RWB10094","RWB10094","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","02",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","01",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","03",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","xRUG-RAINSBROOK","01",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","xRUG-RAINSBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","xRUG-RAINSBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","xRUG-RAINSBROOK","02",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","xRUG-RAINSBROOK","G",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","xRUG-RAINSBROOK","G",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","xRUG-RAINSBROOK","03",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","xRUG-RAINSBROOK","G",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-ENDOSCOPY/WILLOW WARD","G",,"RCB00081","NOTinUSE","NO BARCODE","Not Defined",,"RUG - ENDOSCOPY/WILLOW WARD"
"St. Cross","RUG-ENDOSCOPY/WILLOW WARD","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - ENDOSCOPY/WILLOW WARD"
"St. Cross","RUG-ENDOSCOPY/WILLOW WARD","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - ENDOSCOPY/WILLOW WARD"
"St. Cross","RUG-ENDOSCOPY/WILLOW WARD","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - ENDOSCOPY/WILLOW WARD"
"St. Cross","RUG - A&E","G","RWB","Estates access only","RWB00140","RWB00140","Not Defined",,"RUG - A & E"
"St. Cross","RUG - NOT IN USE","LG",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,"RUG - SWIFT HOUSE"
"St. Cross","RUG - NOT IN USE","01",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - SWIFT HOUSE"
"St. Cross","RUG-VICTORIAN BLOCK","G","RVB","Doctors Quarters","RVB00148","RVB00148","Not Defined",,"RUG - VICTORIAN BLOCK"
"St. Cross","RUG-Rainsbrook OPD","G",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,"RUG - RAINS OPD"
"St. Cross","RUG-Rainsbrook OPD","G","RRB","Audiology Store","RRB00110","RRB00110","Not Defined",,"RUG - RAINS OPD"
"St. Cross","RUG-MAPLE WING","01","RRB","Domestic Cupboard","RRB10017","RRB10017","Not Defined",,"RUG - HAWTHORN"
"St. Cross","RUG-Rainsbrook OPD","G","RRB","Main Reception","RRB00004","RRB00004","Delivery Point",,"RUG - RAINS OPD"
"St. Cross","RUG-Rainsbrook OPD","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - RAINS OPD"
"St. Cross","RUG-Rainsbrook OPD","G","RRB","Co-ordinators Office","RRB00003","RRB00003","Not Defined",,"RUG - RAINS OPD"
"St. Cross","RUG-Rainsbrook OPD","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - RAINS OPD"
"St. Cross","RUG-Rainsbrook OPD","G","RRB","Patient WC","RRB00090","RRB00090","Not Defined",,"RUG - RAINS OPD"
"St. Cross","RUG-Rainsbrook OPD","G",,"RRB00087 - Weighing Room","NOTinUSE","NO BARCODE","Not Defined",,"RUG - RAINS OPD"
"St. Cross","RUG-Rainsbrook OPD","G","RRB","Suite 9 Stoma Care Clinic","RRB00038","RRB00038","Not Defined",,"RUG - RAINS OPD"
"St. Cross","RUG-Rainsbrook OPD","G","RRB","Suite 6 Exam / Appliance Fitting Room","RRB00040","RRB00040","Not Defined",,"RUG - RAINS OPD"
"St. Cross","RUG-Rainsbrook OPD","G","RRB","Speech & Language Therapist","RRB00041","RRB00041","Not Defined",,"RUG - RAINS OPD"
"St. Cross","RUG-Rainsbrook OPD","G","RRB","Store Room (nr suites 2-4)","RRB00074","RRB00074","Not Defined",,"RUG - RAINS OPD"
"St. Cross","RUG-Rainsbrook OPD","G","RRB","Domestic Store","RRB00063","RRB00063","Not Defined",,"RUG - RAINS OPD"
"St. Cross","RUG-Rainsbrook OPD","G","RRB","Suite 1 Microscopy Room","RRB00069","RRB00069","Not Defined",,"RUG - RAINS OPD"
"St. Cross","RUG-Rainsbrook OPD","G","RRB","Corridor - Suite 1&2","RRB00049","RRB00049","Not Defined",,"RUG - RAINS OPD"
"St. Cross","RUG-Rainsbrook OPD","G","RRB","Corridor - Suites 3-5","RRB00068","RRB00068","Not Defined",,"RUG - RAINS OPD"
"St. Cross","RUG-Rainsbrook OPD","G","RRB","Corridor - X-Ray / Phleb","RRB00092","RRB00092","Not Defined",,"RUG - RAINS OPD"
"St. Cross","RUG-Rainsbrook OPD","G","RRB","Corridor - Suite 7","RRB00109","RRB00109","Not Defined",,"RUG - RAINS OPD"
"St. Cross","RUG-Rainsbrook OPD","G",,"RRB00109","NOTinUSE","NO BARCODE","Not Defined",,"RUG - RAINS OPD"
"St. Cross","RUG-OCTAPUS CENTRE","G","RVB","WC Female","RVB00039","RVB00039","Not Defined",,"RUG - OCTAPUS CENTRE"
"St. Cross","RUG-OCTAPUS CENTRE","G","RVB","WC Male","RVB00042","RVB00042","Not Defined",,"RUG - OCTAPUS CENTRE"
"St. Cross","xRUG-RAINSBROOK","G",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-SITE EXTERNALS","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - EXTERNALS"
"St. Cross","RUG-SITE EXTERNALS","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - EXTERNALS"
"St. Cross","RUG-SITE EXTERNALS","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - EXTERNALS"
"St. Cross","RUG-SITE EXTERNALS","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - EXTERNALS"
"St. Cross","RUG-SITE EXTERNALS","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - EXTERNALS"
"St. Cross","RUG-SITE EXTERNALS","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - EXTERNALS"
"St. Cross","RUG-SITE EXTERNALS","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - EXTERNALS"
"St. Cross","RUG-SITE EXTERNALS","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - EXTERNALS"
"St. Cross","RUG-OAK WARD","01","RRB","Shower","RRB10060","RRB10060","Not Defined",,"RUG - OAK WARD"
"St. Cross","RUG-RAINS ASH. HOSK .CCU. DERM. MAU","G","RRB","Ash Waiting Room","RRB00153","RRB00153","Not Defined",,"RUG - ASH WARD"
"St. Cross","RUG-ORCHARD CENTRE","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - ORCHARD CENTRE"
"St. Cross","RUG-ORCHARD CENTRE","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - ORCHARD CENTRE"
"St. Cross","RUG-RAINS ASH. HOSK .CCU. DERM. MAU","G","RRB","Ash Domestic Store","RRB00146","RRB00146","Not Defined",,"RUG - ASH WARD"
"St. Cross","RUG-Day Surgery","G","RCB","Domestic Store","RCB00069","RCB00069","Not Defined",,"RUG - ENDOSCOPY/WILLOW WARD"
"St. Cross","RUG-RAINS ASH. HOSK .CCU. DERM. MAU","G","RRB","Hoskyn domestic Store","RRB00126","RRB00126","Not Defined",,"RUG - HOSKYN WARD"
"St. Cross","xRUG-RAINSBROOK","G",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","xRUG-RAINSBROOK","G",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","xRUG-RAINSBROOK","G",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-DAY SURGERY/THEATRE 4","G","RCB","Electrical Cupboard","RCB00032","RCB00032","Not Defined",,"RUG - DAY SURGERY"
"St. Cross","RUG-WITHYBROOK","02",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-DAY SURGERY/THEATRE 4","G","RCB","Lobby outside reception","RCB00024","RCB00024","Not Defined",,"RUG - DAY SURGERY"
"St. Cross","RUG-WITHYBROOK","01",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","xRUG-RAINSBROOK","02",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","01",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-DAY SURGERY/THEATRE 4","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - DAY SURGERY"
"St. Cross","RUG-Catering","01","RWB","CPU Kitchen","RWB10097","RWB10097","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","02",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-MORTUARY","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"MORTUARY"
"St. Cross","RUG-ESTATES OFFICES","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - ESTATES"
"St. Cross","RUG-MEDICAL RECORDS","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - MEDICAL RECORDS"
"St. Cross","RUG-OWEN","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - OWEN BUILDING"
"St. Cross","RUG-THEATRES","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - THEATRES"
"St. Cross","RUG-OCTAPUS CENTRE","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - OCTAPUS CENTRE"
"St. Cross","RUG-SWIFT HOUSE","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - SWIFT HOUSE"
"St. Cross","xRUG-RAINSBROOK","G",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","xRUG-RAINSBROOK","G",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","xRUG-RAINSBROOK","G",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-ORCHARD CENTRE","G",,"Not in Use","NOTinUSE","NO BARCODE","Meeting",,"RUG - ORCHARD CENTRE"
"St. Cross","xRUG-RAINSBROOK","03",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-PATHOLOGY","01",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-PATHOLOGY","02","RPR","Roof Top Plant Room","RPR22001","RPR22001","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-ORCHARD CENTRE","G",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,"RUG - ORCHARD CENTRE"
"St. Cross","RUG-ORCHARD CENTRE","01",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,"RUG - ORCHARD CENTRE"
"St. Cross","RUG-IVY HOUSE","G","RIH","Entrance Lobby","RIH00001","RIH00001","Not Defined",,"RUG - IVY HOUSE"
"St. Cross","RUG-IVY HOUSE","G","RIH","TOILET","RIH00002","RIH00002","Not Defined",,"RUG - IVY HOUSE"
"St. Cross","RUG-IVY HOUSE","G","RIH","KITCHEN","RIH00003","RIH00003","Not Defined",,"RUG - IVY HOUSE"
"St. Cross","RUG-IVY HOUSE","G","RIH","STORE","RIH00004","RIH00004","Not Defined",,"RUG - IVY HOUSE"
"St. Cross","RUG-IVY HOUSE","G","RIH","OFFICE","RIH00005","RIH00005","Not Defined",,"RUG - IVY HOUSE"
"St. Cross","RUG-IVY HOUSE","G","RIH","MAIN OFFICE","RIH00006","RIH00006","Not Defined",,"RUG - IVY HOUSE"
"St. Cross","RUG-IVY HOUSE","G","RIH","FILING ROOM","RIH00009","RIH00009","Not Defined",,"RUG - IVY HOUSE"
"St. Cross","RUG-IVY HOUSE","G","RIH","OFFICE","RIH00008","RIH00008","Not Defined",,"RUG - IVY HOUSE"
"St. Cross","RUG-IVY HOUSE","G","RIH","OFFICE","RIH00007","RIH00007","Not Defined",,"RUG - IVY HOUSE"
"St. Cross","RUG-VICTORIAN BLOCK","G","RVB","Public Disabled WC","RVB00084","RVB00084","Not Defined",,"RUG - VICTORIAN BLOCK"
"St. Cross","RUG-RAINS ASH. HOSK .CCU. DERM. MAU","G","RRB","Kitchen Oak/Ash Wards","RRB00169","RRB00169","Not Defined",,
"St. Cross","RUG-MRI SCANNER","G","RWB","ENTRANCE LOBBY","RWB00035","RWB00035","Not Defined",,"RUG - MRI SCANNER"
"St. Cross","RUG-MRI SCANNER","G","RWB","CORRIDOR","RWB00036","RWB00036","Not Defined",,"RUG - MRI SCANNER"
"St. Cross","RUG-MRI SCANNER","G","RWB","RECEPTION","RWB00049","RWB00049","Not Defined",,"RUG - MRI SCANNER"
"St. Cross","RUG-MRI SCANNER","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - MRI SCANNER"
"St. Cross","RUG-MRI SCANNER","G","RWB","INTERVIEW ROOM","RWB00048","RWB00048","Not Defined",,"RUG - MRI SCANNER"
"St. Cross","RUG-MRI SCANNER","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - MRI SCANNER"
"St. Cross","RUG-MRI SCANNER","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - MRI SCANNER"
"St. Cross","RUG-MRI SCANNER","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - MRI SCANNER"
"St. Cross","RUG-MRI SCANNER","G","RWB","CONTROL ROOM","RWB00047","RWB00047","Not Defined",,"RUG - MRI SCANNER"
"St. Cross","RUG-MRI SCANNER","G","RWB","MRI SCANNER CONTROLLED AREA","RWB00046","RWB00046","Not Defined",,"RUG - MRI SCANNER"
"St. Cross","RUG-MRI SCANNER","G","RWB","CLEANERS CUPBOARD","RWB00044","RWB00044","Not Defined",,"RUG - MRI SCANNER"
"St. Cross","RUG-MRI SCANNER","G","RWB","DISABLED WC","RWB00043","RWB00043","Not Defined",,"RUG - MRI SCANNER"
"St. Cross","RUG-MRI SCANNER","G","RWB","PLANT ROOM 023","RWB00042","RWB00042","Not Defined",,"RUG - MRI SCANNER"
"St. Cross","RUG-MRI SCANNER","G","RWB","EQUIPMENT ROOM","RWB00041","RWB00041","Not Defined",,"RUG - MRI SCANNER"
"St. Cross","RUG-MRI SCANNER","G","RWB","CORRIDOR","RWB00037","RWB00037","Not Defined",,"RUG - MRI SCANNER"
"St. Cross","RUG-MRI SCANNER","G","RWB","SLUICE","RWB00040","RWB00040","Not Defined",,"RUG - MRI SCANNER"
"St. Cross","RUG-MRI SCANNER","G","RWB","STAFF KITCHEN","RWB00039","RWB00039","Not Defined",,"RUG - MRI SCANNER"
"St. Cross","RUG-MRI SCANNER","G","RWB","DRS ROOM","RWB00038","RWB00038","Not Defined",,"RUG - MRI SCANNER"
"St. Cross","RUG-RAINSBROOK","03","RPR","PLANT ROOM 1","RPR01001","RPR01001","Not Defined",,"RUG - RAINS PLANT ROOMS"
"St. Cross","RUG-RAINSBROOK","03","RPR","PLANT ROOM 2","RPR02001","RPR02001","Not Defined",,"RUG - RAINS PLANT ROOMS"
"St. Cross","RUG-RAINSBROOK","02","RPR","PLANT ROOM 3","RPR03001","RPR03001","Not Defined",,"RUG - RAINS PLANT ROOMS"
"St. Cross","RUG-RAINSBROOK","02","RPR","PLANT ROOM 4","RPR04001","RPR04001","Not Defined",,"RUG - RAINS PLANT ROOMS"
"St. Cross","RUG-RAINSBROOK","01","RPR","PLANT ROOM 5","RPR05001","RPR05001","Not Defined",,"RUG - RAINS PLANT ROOMS"
"St. Cross","RUG-RAINSBROOK","G","RPR","PLANT ROOM 10","RPR10001","RPR10001","Not Defined",,"RUG - RAINS PLANT ROOMS"
"St. Cross","RUG-RAINSBROOK","02",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - RAINS PLANT ROOMS"
"St. Cross","RUG-RAINSBROOK","G","RRB","GROUND FLOOR HUB ROOM","RRB00122","RRB00122","Not Defined",,"RUG - RAINS PLANT ROOMS"
"St. Cross","RUG-RAINSBROOK","03",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - RAINS PLANT ROOMS"
"St. Cross","RUG-RAINSBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - RAINS PLANT ROOMS"
"St. Cross","RUG-RAINSBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - RAINS PLANT ROOMS"
"St. Cross","RUG-RAINSBROOK","02",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - RAINS PLANT ROOMS"
"St. Cross","RUG-RAINSBROOK","01",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - RAINS PLANT ROOMS"
"St. Cross","RUG-RAINSBROOK","03",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - RAINS PLANT ROOMS"
"St. Cross","RUG-RAINSBROOK","G","RCB","LINK CORRIDOR","RCB00207","RCB00207","Not Defined",,"RUG - RAINS PLANT ROOMS"
"St. Cross","RUG-OAK WARD","01","RRB","ELECTRICAL CUPBOARD","RRB10062","RRB10062","Not Defined",,"RUG - OAK WARD"
"St. Cross","RUG-OAK WARD","01",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - OAK WARD"
